title,douban_id,douban_url,cover,rating,date,status,status_label,tags,comment,intro,category
Walking Wounded,1424300,https://music.douban.com/subject/1424300/,/covers/music/1424300.jpg,5,2026-04-27,collect,听过,,,Everything But the Girl / 1996 / 专辑 / Audio CD / 电子,music
My New Band Believe,38348933,https://music.douban.com/subject/38348933/,/covers/music/38348933.jpg,5,2026-04-25,collect,听过,,cute and dark 我一直以为你是演的没想到你是真的,My New Band Believe / 2026-04-10 / 专辑 / 黑胶 / 摇滚,music
CRASH (Deluxe),35813500,https://music.douban.com/subject/35813500/,/covers/music/35813500.jpg,4,2026-04-10,collect,听过,,一直在断断续续重听这张，无法忽视让人感动的惊喜瞬间（虽然不多）。Every Rule的质感是OPN的作品…跟她气质莫名搭得挺好,Charli XCX / 2022-03-25 / 专辑 / 数字(Digital) / 流行,music
WOR$T GIRL IN AMERICA,37747447,https://music.douban.com/subject/37747447/,/covers/music/37747447.jpg,3,2026-04-09,collect,听过,,有些刻意追求banger，细节处理不够细腻，不太耐听,Slayyyter / 2026-03-27 / 专辑 / CD / 流行,music
Into The Doldrums,37439278,https://music.douban.com/subject/37439278/,/covers/music/37439278.jpg,3,2026-04-07,collect,听过,,听到哼哼唧唧哼不到点子上的音乐我就会一股无名火,Now Always Fades / 2025-05-16,music
subtext,37815265,https://music.douban.com/subject/37815265/,/covers/music/37815265.jpg,5,2026-04-07,collect,听过,,很漂亮的shoegaze…,Lemondaze / 2025-12-05 / EP / 黑胶 / 摇滚,music
Trying Times,38215886,https://music.douban.com/subject/38215886/,/covers/music/38215886.jpg,4,2026-04-03,collect,听过,,,James Blake / 2026-03-13 / 专辑 / 数字(Digital) / 放克/灵歌/R&B,music
Dream Curtain Eternally Gentle,37498145,https://music.douban.com/subject/37498145/,/covers/music/37498145.jpg,5,2026-04-03,collect,听过,,太好了，近期听过最好的,Stone / 2025-08-01 / 专辑 / 数字(Digital) / 电子,music
fishmonger,35418399,https://music.douban.com/subject/35418399/,/covers/music/35418399.jpg,4,2026-04-02,collect,听过,,重新回顾 又是泪流满面……,underscores / 2021-03-25 / 专辑 / 数字(Digital) / 流行,music
Sexistential,37839381,https://music.douban.com/subject/37839381/,/covers/music/37839381.jpg,4,2026-04-01,collect,听过,,,Robyn / 2026-03-27 / 专辑 / 数字(Digital) / 流行,music
Canada,38348914,https://music.douban.com/subject/38348914/,/covers/music/38348914.jpg,4,2026-04-01,collect,听过,,,"John Beltran,Placid Angles / 2026-02-13 / 专辑 / 数字(Digital)",music
Looking for affection,38243768,https://music.douban.com/subject/38243768/,/covers/music/38243768.jpg,3,2026-03-31,collect,听过,,,"georgia, georgia / 2026-02-06 / 专辑 / 数字(Digital) / 流行",music
[ST007] Everything Else Is Fine LP,38403270,https://music.douban.com/subject/38403270/,/covers/music/38403270.jpg,5,2026-03-31,collect,听过,,,Plura Plura / 2026-03-06 / 专辑 / 数字(Digital) / 电子,music
NJWMX,36692369,https://music.douban.com/subject/36692369/,/covers/music/36692369.jpg,3,2026-03-30,collect,听过,,,"NewJeans,뉴진스 / 2023-12-19 / EP / 数字(Digital) / 放克/灵歌/R&B",music
Soft Rock,36648888,https://music.douban.com/subject/36648888/,/covers/music/36648888.jpg,5,2026-03-27,collect,听过,,第1000补这个 还是非常感动 听到caroline的时候和听到ellie的时候,Thy Slaughter / 2023-12-01 / 专辑 / CD / 流行,music
Creature Of Habit,38215574,https://music.douban.com/subject/38215574/,/covers/music/38215574.jpg,3,2026-03-27,collect,听过,,喜欢sugar plum,Courtney Barnett / 2026-03-27 / 专辑 / 黑胶 / 摇滚,music
Interlude,38216685,https://music.douban.com/subject/38216685/,/covers/music/38216685.jpg,4,2026-03-27,collect,听过,,特别美,Hanakiv / 2026-03-20 / 专辑 / 黑胶,music
U,38361479,https://music.douban.com/subject/38361479/,/covers/music/38361479.jpg,4,2026-03-23,collect,听过,,我又要哭了！,underscores / 2026-03-20 / 专辑 / 数字(Digital) / 电子,music
Better Things,36496548,https://music.douban.com/subject/36496548/,/covers/music/36496548.jpg,2,2026-03-22,collect,听过,,想到这歌是raye写的我就会很崩溃,"aespa,에스파 / 2023-08-18 / 单曲 / 数字(Digital) / 流行",music
Boys by Girls,34434553,https://music.douban.com/subject/34434553/,/covers/music/34434553.jpg,4,2026-03-19,collect,听过,,,instupendo / 2019-06-05 / 专辑 / CD / 电子,music
Headlights,37376302,https://music.douban.com/subject/37376302/,/covers/music/37376302.jpg,4,2026-03-17,collect,听过,,,Alex G / 2025-07-18 / 专辑 / 数字(Digital) / 民谣,music
Vulnicura,26308416,https://music.douban.com/subject/26308416/,/covers/music/26308416.jpg,4,2026-03-17,collect,听过,,得再标个给这封面盖过去,Björk / 2015-01-20 / 专辑 / 数字(Digital) / 电子,music
pomodorosa,35664286,https://music.douban.com/subject/35664286/,/covers/music/35664286.jpg,5,2026-03-16,collect,听过,,今天把番茄老师所有的发行全部听完了！在bc上买这张可以收获老师给每一首歌认真画的水彩插画😭快去支持1 有用,pomodorosa / 2020-04-19 / 专辑 / 数字(Digital) / 民谣,music
Lean In,37856803,https://music.douban.com/subject/37856803/,/covers/music/37856803.jpg,3,2026-03-16,collect,听过,,,Art School Girlfriend / 2026-03-11 / 专辑 / 黑胶 / 流行,music
All I Did Was Dream of You,38377005,https://music.douban.com/subject/38377005/,/covers/music/38377005.jpg,2,2026-03-13,collect,听过,,某种程度上我最希望在她身上看到的是延续pictures of us的那种灵气，方向是对的，但无论是写作还是器乐都差了不止一口气，合作方的选择也不够大胆。其实可以在这个方向向前走一步的。,"beabadoobee,The Marías / 2026-03-12 / 单曲 / 数字(Digital) / 摇滚",music
禁じ手,37920284,https://music.douban.com/subject/37920284/,/covers/music/37920284.jpg,4,2026-03-13,collect,听过,,4到8有种非常奇妙的感觉，她的放弃让人听到了一些新的东西。先行3和9显然更在舒适区一点。,椎名林檎 / 2026-03-11 / 专辑 / 数字(Digital) / 摇滚,music
For Melancholy Brunettes (and Sad Women),37195200,https://music.douban.com/subject/37195200/,/covers/music/37195200.jpg,4,2026-03-09,collect,听过,,jubilee里最爱posing in bandage/posing for cars，这张跟着那种气氛一直在做延展，但是温柔了很多，器乐很漂亮。从其他角度来看，michelle也是当代乐坛最好的文学创作者之一。,Japanese Breakfast / 2025-03-21 / 专辑 / CD / 流行,music
community Julius Eastman Vol. 1: Femenine,35518556,https://music.douban.com/subject/35518556/,/covers/music/35518556.jpg,5,2026-03-03,collect,听过,,it was such a beautiful track. can’t believe i’ve been missing out on this til now,Wild Up / 2021-06-18 / 专辑 / 数字(Digital) / 轻音乐,music
The Fool,35474954,https://music.douban.com/subject/35474954/,/covers/music/35474954.jpg,4,2026-03-03,collect,听过,,豹豹我听你的歌我哭了一天,BLADEE / 2021-05-28 / 专辑 / 数字(Digital) / 说唱,music
LUX,37665277,https://music.douban.com/subject/37665277/,/covers/music/37665277.jpg,,2026-03-02,collect,听过,,难听晕了,ROSALÍA / 2025-11-07 / 专辑 / 数字(Digital) / 拉丁,music
Ladies of the Canyon,1521932,https://music.douban.com/subject/1521932/,/covers/music/1521932.jpg,4,2026-03-02,collect,听过,,big yellow taxi在Janet Jackson 97年the velvet rope那张的got ‘til it’s gone中被采样,Joni Mitchell / 1970 / 专辑 / 黑胶 / 民谣,music
The New Sound,37014837,https://music.douban.com/subject/37014837/,/covers/music/37014837.jpg,,2026-03-02,collect,听过,,有一种喝多了yue的时候的感觉,Geordie Greep / 2024-10-04 / 专辑 / 数字(Digital) / 摇滚,music
Nothing's About To Happen To Me,38201786,https://music.douban.com/subject/38201786/,/covers/music/38201786.jpg,4,2026-03-02,collect,听过,,Where’s my phone/dead women/rules,Mitski / 2026-02-27 / 专辑 / 数字(Digital) / 流行,music
Pink Tape,24863562,https://music.douban.com/subject/24863562/,/covers/music/24863562.jpg,5,2026-02-26,collect,听过,,,"F(x),에프엑스 / 2013-07-29 / 专辑 / CD / 流行",music
Cerulean,37856800,https://music.douban.com/subject/37856800/,/covers/music/37856800.jpg,,2026-02-26,collect,听过,,啥意思,Danny L Harle / 2026-02-13 / 专辑 / 黑胶 / 电子,music
I've IVE,36324824,https://music.douban.com/subject/36324824/,/covers/music/36324824.jpg,3,2026-02-26,collect,听过,,我真喜欢Kitsch🫣从此以后听所有歌都像听I AM,"IVE,아이브 / 2023-04-10 / 专辑 / CD / 流行",music
REVIVE+,38221290,https://music.douban.com/subject/38221290/,/covers/music/38221290.jpg,4,2026-02-26,collect,听过,,要加油啊…！,"IVE,아이브 / 2026-02-23 / 专辑 / CD / 流行",music
Oblivion,37460004,https://music.douban.com/subject/37460004/,/covers/music/37460004.jpg,4,2026-02-25,collect,听过,,,Alice Phoebe Lou / 2025-10-24 / 专辑 / 数字(Digital) / 流行,music
What's Going On,1419551,https://music.douban.com/subject/1419551/,/covers/music/1419551.jpg,5,2026-02-25,collect,听过,,,Marvin Gaye / 1971 / 专辑 / 黑胶 / 放克/灵歌/R&B,music
The Art Of Loving,37377788,https://music.douban.com/subject/37377788/,/covers/music/37377788.jpg,3,2026-02-25,collect,听过,,I’ve seen it,Olivia Dean / 2025-09-26 / 专辑 / 数字(Digital) / 放克/灵歌/R&B,music
SHAKER,4296828,https://music.douban.com/subject/4296828/,/covers/music/4296828.jpg,4,2026-02-25,collect,听过,,好朋友推荐的🙌🫶,中森明菜 / 1997-03-21 / 专辑 / CD / 流行,music
Worlds,25914369,https://music.douban.com/subject/25914369/,/covers/music/25914369.jpg,4,2026-02-25,collect,听过,,,Porter Robinson / 2014-08-12 / 专辑 / Audio CD / 电子,music
Sexy,36148153,https://music.douban.com/subject/36148153/,/covers/music/36148153.jpg,3,2026-02-25,collect,听过,,,Coco & Clair Clair / 2022-11-04 / 专辑 / CD / 流行,music
Wuthering Heights,37840557,https://music.douban.com/subject/37840557/,/covers/music/37840557.jpg,4,2026-02-22,collect,听过,,整张相当干巴…她说这张专制作过程是“远离香烟和墨镜”的，大部分哥特感也还算是审美不错，track 3舞曲也对味，但是这个马上要倒嗓的vocal确实影响听感，感觉有些扬短了。（首单太好味太对了，但后面实在是干巴，泄气了有些遗憾。and恭喜Easyfun贡献了本专最酷炫的时刻⚡️,Charli xcx / 2026-02-13 / 专辑 / 数字(Digital) / 原声,music
Big city life EDITS,37825091,https://music.douban.com/subject/37825091/,/covers/music/37825091.jpg,4,2026-02-22,collect,听过,,feisty🤍,Smerz / 2025-11-05 / 专辑 / 数字(Digital),music
Big city life,37355163,https://music.douban.com/subject/37355163/,/covers/music/37355163.jpg,4,2026-02-22,collect,听过,,咋没标！so put your hands around me🤍,Smerz / 2025-05-23 / 专辑 / 数字(Digital) / 流行,music
How To Win At Solitaire,37509653,https://music.douban.com/subject/37509653/,/covers/music/37509653.jpg,4,2026-02-03,collect,听过,,deluxe里的三首remix很不错（但和制作人其他作品相比貌似也没有任何特色），但整体专封、词作和编曲中的透露出的亲密感真的相当sexy1 有用,Sophia Stel / 2025-09-05 / EP / 数字(Digital),music
Western Beats,30397347,https://music.douban.com/subject/30397347/,/covers/music/30397347.jpg,5,2026-02-03,collect,听过,,,Kane West / 2014-09-01 / EP / 数字(Digital) / 电子,music
DeBÍ TiRAR MáS FOToS,37177165,https://music.douban.com/subject/37177165/,/covers/music/37177165.jpg,4,2026-02-03,collect,听过,,有些疲惫重复，但也听得相当感动，晴天下的音乐,Bad Bunny / 2025-01-05 / 专辑 / 数字(Digital) / 拉丁,music
COLTEMONIKHA 2,2286683,https://music.douban.com/subject/2286683/,/covers/music/2286683.jpg,5,2026-01-30,collect,听过,,喜欢这个时期的中田！,COLTEMONIKHA / 2007-09-26 / 专辑 / CD / 电子,music
SEQUENCE 01,37319750,https://music.douban.com/subject/37319750/,/covers/music/37319750.jpg,4,2026-01-30,collect,听过,,,f5ve / 2025-05-05 / 专辑 / CD / 流行,music
Cinematique (+ Bonus Tracks),3433602,https://music.douban.com/subject/3433602/,/covers/music/3433602.jpg,4,2026-01-30,collect,听过,,,Akasha / 1999-11-25 / Import / Audio CD / 电子,music
Fête de la Vanille,37117061,https://music.douban.com/subject/37117061/,/covers/music/37117061.jpg,4,2026-01-30,collect,听过,,absolument touchant,Lucy Bedroque / 2024-10-04 / EP / 流行,music
The Moment (The Score),37935814,https://music.douban.com/subject/37935814/,/covers/music/37935814.jpg,4,2026-01-30,collect,听过,,求引进,A. G. Cook / 2026-01-30 / 专辑 / 数字(Digital) / 原声,music
Das Gift,30337882,https://music.douban.com/subject/30337882/,/covers/music/30337882.jpg,4,2026-01-27,collect,听过,,怀旧又时髦的一专…鼓点和旋律的制作好漂亮，在新潮的同时完全继承了她90年代专辑的气质和魅力，而且还留着那种轻柔多变的法式感…完全的神女😭 扣掉一星是第一首trance真的有点吓人了1 有用,Poison Girl Friend / 2018-05-09 / 专辑 / CD / 电子,music
キラーパルス,4004481,https://music.douban.com/subject/4004481/,/covers/music/4004481.jpg,5,2026-01-26,collect,听过,,俏皮可愛,"コプター4016882,COPTER4016882 / 2001-05-19 / 专辑 / CD / 摇滚",music
Boy's a liar Pt. 2,36232197,https://music.douban.com/subject/36232197/,/covers/music/36232197.jpg,4,2026-01-17,collect,听过,,,"PinkPantheress,Ice Spice / 2023-02-03 / 单曲 / 数字(Digital) / 流行",music
Boy's a liar,36175010,https://music.douban.com/subject/36175010/,/covers/music/36175010.jpg,5,2026-01-17,collect,听过,,,PinkPantheress / 2022-11-30 / 单曲 / 数字(Digital) / 流行,music
Nurture,35344014,https://music.douban.com/subject/35344014/,/covers/music/35344014.jpg,4,2026-01-06,collect,听过,,超级喜欢这张里的glitch效果……不过有几首旋律确实简单的有点像刚会摸琴,Porter Robinson / 2021-05-28 / 专辑 / CD / 电子,music
UNFORGIVEN,36349354,https://music.douban.com/subject/36349354/,/covers/music/36349354.jpg,4,2025-12-30,collect,听过,,几个姐有点幼稚了 唱歌也有点太难听了,"LE SSERAFIM,르세라핌 / 2023-05-01 / 专辑 / CD / 流行",music
Getting Killed,37428480,https://music.douban.com/subject/37428480/,/covers/music/37428480.jpg,3,2025-12-30,collect,听过,,哥？,Geese / 2025-09-26 / 专辑 / 黑胶 / 摇滚,music
My 21st Century Blues,36185374,https://music.douban.com/subject/36185374/,/covers/music/36185374.jpg,4,2025-12-29,collect,听过,,,RAYE / 2023-02-03 / 专辑 / CD / 放克/灵歌/R&B,music
Lushlife,1479844,https://music.douban.com/subject/1479844/,/covers/music/1479844.jpg,4,2025-12-25,collect,听过,,,Bowery Electric / 2000-02-25 / 专辑 / Audio CD / 电子,music
Bleeds,37399801,https://music.douban.com/subject/37399801/,/covers/music/37399801.jpg,4,2025-12-19,collect,听过,,味很正啊！！！,Wednesday / 2025-09-19 / 专辑 / 黑胶 / 摇滚,music
Revengeseekerz,37188958,https://music.douban.com/subject/37188958/,/covers/music/37188958.jpg,,2025-12-15,collect,听过,,😭,Jane Remover / 2025-04-04 / 专辑 / 数字(Digital) / 电子,music
Flash and Core,37535576,https://music.douban.com/subject/37535576/,/covers/music/37535576.jpg,4,2025-12-09,collect,听过,,首尔冬日晴天的音乐,"白艺潾,Yerin Baek,백예린 / 2025-10-02 / 专辑 / CD / 流行",music
♡ - EP,37898105,https://music.douban.com/subject/37898105/,/covers/music/37898105.jpg,5,2025-12-09,collect,听过,,好想哭啊 LP的另一面😭😭😭一轨听起来很过瘾 最喜欢最喜欢Music Baby 我还在哭…,Jane Remover / 2025-12-05 / 专辑 / 数字(Digital),music
West End Girl,37746112,https://music.douban.com/subject/37746112/,/covers/music/37746112.jpg,4,2025-11-15,collect,听过,,02/06萌 我好像也没什么耐心听白女戏谑地讲失败婚姻了<3,Lily Allen / 2025-10-24 / 专辑 / 数字(Digital) / 流行,music
After EP 2,37565342,https://music.douban.com/subject/37565342/,/covers/music/37565342.jpg,4,2025-11-11,collect,听过,,one two three four 听一些能让自己开心的东西,After / 2025-10-17 / EP / CD / 电子,music
Mezzanine,1395303,https://music.douban.com/subject/1395303/,/covers/music/1395303.jpg,4,2025-11-10,collect,听过,,给咱家猫吓哭了,Massive Attack / 1998-05-12 / 专辑 / CD / 电子,music
Surreal,36497893,https://music.douban.com/subject/36497893/,/covers/music/36497893.jpg,5,2025-11-08,collect,听过,,,Bot1500 / 2022-12-16 / EP / 黑胶 / 电子,music
Friend,37382168,https://music.douban.com/subject/37382168/,/covers/music/37382168.jpg,4,2025-11-08,collect,听过,,the end of the affair,james K / 2025-09-05 / 专辑 / 黑胶 / 电子,music
Purelink,35985711,https://music.douban.com/subject/35985711/,/covers/music/35985711.jpg,4,2025-11-08,collect,听过,,,Purelink / 2022-7-1 / 专辑 / 数字(Digital) / 电子,music
choke enough (Deluxe),37650804,https://music.douban.com/subject/37650804/,/covers/music/37650804.jpg,5,2025-11-02,collect,听过,,🤍,Oklou / 2025-10-30 / 专辑 / 数字(Digital) / 电子,music
TEENAGE RAMBLE,37449021,https://music.douban.com/subject/37449021/,/covers/music/37449021.jpg,4,2025-10-19,collect,听过,,25.10.17我一直在哭…,刘柏辛 Lexie / 2025-10-16 / EP / 数字(Digital) / 电子,music
Lone,25857090,https://music.douban.com/subject/25857090/,/covers/music/25857090.jpg,4,2025-10-19,collect,听过,,,Ai Aso / 2014-04-15 / 专辑 / Vinyl / 民谣,music
Zona,37161064,https://music.douban.com/subject/37161064/,/covers/music/37161064.jpg,5,2025-10-19,collect,听过,,🤍🤍,Cybermission / 2024-11 / 专辑 / 黑胶 / 电子,music
Fancy Some More,37650859,https://music.douban.com/subject/37650859/,/covers/music/37650859.jpg,3,2025-10-12,collect,听过,,有点无聊，突然悦耳的时候发现是纯原曲…咋这么多人来折腾Stateside，好不容易把hahaboy听出点幽默，叠这么多遍真的没有耐心了。这样显得yves很努力！& oklou你为什么去混girl like me了，你俩纯各唱各的,PinkPantheress / 2025-10-10 / 专辑 / CD / 流行,music
After EP,37306217,https://music.douban.com/subject/37306217/,/covers/music/37306217.jpg,4,2025-10-12,collect,听过,,整张都是努力给人带来美好回忆的音乐，超级超级喜欢Lichen…原来这俩人是Hinge上认识的吗！期待马上发行的第二张EP…,After / 2025-04-04 / EP / 数字(Digital) / 流行,music
viscus,37647288,https://music.douban.com/subject/37647288/,/covers/music/37647288.jpg,5,2025-10-12,collect,听过,,drinking clay 🤍,"Oklou,FKA twigs / 2025-10-09 / 单曲 / 数字(Digital) / 电子",music
Fatal Optimist,37448955,https://music.douban.com/subject/37448955/,/covers/music/37448955.jpg,4,2025-10-12,collect,听过,,,Madi Diaz / 2025-10-10 / 专辑 / 黑胶,music
Vanities,37527758,https://music.douban.com/subject/37527758/,/covers/music/37527758.jpg,4,2025-10-07,collect,听过,,,Malibu / 2025-10-03 / 专辑 / 数字(Digital) / 轻音乐,music
The Life Of A Showgirl,37475352,https://music.douban.com/subject/37475352/,/covers/music/37475352.jpg,,2025-10-07,collect,听过,,now you feel good disappointing everyone3 有用,Taylor Swift / 2025-10-03 / 专辑 / 黑胶 / 流行,music
Plucking a Cherry From The Void,35260915,https://music.douban.com/subject/35260915/,/covers/music/35260915.jpg,4,2025-10-07,collect,听过,,,Cecile Believe / 2020-11-20 / 专辑 / 数字(Digital) / 电子,music
stereo,37486181,https://music.douban.com/subject/37486181/,/covers/music/37486181.jpg,3,2025-09-30,collect,听过,,,"주혜린,Hyelyn Joo / 2025-08-14 / EP / 数字(Digital) / 电子",music
eZONE,1480791,https://music.douban.com/subject/1480791/,/covers/music/1480791.jpg,4,2025-09-30,collect,听过,,,关淑怡 / 1998-01 / EP / CD / 电子,music
THAT'S SHOWBIZ BABY,37355595,https://music.douban.com/subject/37355595/,/covers/music/37355595.jpg,3,2025-09-30,collect,听过,,我怀疑我跟人分享这专只为了再念一遍专辑名,JADE / 2025-09-12 / 专辑 / 黑胶 / 流行,music
Angel Of My Dreams,36958331,https://music.douban.com/subject/36958331/,/covers/music/36958331.jpg,4,2025-09-30,collect,听过,,🙌,JADE / 2024-07-19 / 单曲 / 数字(Digital),music
MOTOMAMI +,36091167,https://music.douban.com/subject/36091167/,/covers/music/36091167.jpg,4,2025-09-30,collect,听过,,,ROSALÍA / 2022-09-09 / 专辑 / 数字(Digital) / 流行,music
Club Icarus,37340470,https://music.douban.com/subject/37340470/,/covers/music/37340470.jpg,4,2025-09-23,collect,听过,,又在一天到晚听那个goddess🫶,ARTMS / 2025-06-13 / EP / CD / 流行,music
Tigers Blood,36724030,https://music.douban.com/subject/36724030/,/covers/music/36724030.jpg,4,2025-09-21,collect,听过,,千变万化的生活中 有一些永恒不变的东西一直在等待我们,Waxahatchee / 2024-03-22 / 专辑 / CD / 流行,music
Shyness,30193278,https://music.douban.com/subject/30193278/,/covers/music/30193278.jpg,4,2025-09-20,collect,听过,,,POiSON GiRL FRiEND / 1993-07-21 / 专辑 / CD / 电子,music
Heliocene,37519290,https://music.douban.com/subject/37519290/,/covers/music/37519290.jpg,3,2025-09-20,collect,听过,,,Akasha System / 2025-09-05 / 专辑 / 黑胶 / 电子,music
BITE ME,37362146,https://music.douban.com/subject/37362146/,/covers/music/37362146.jpg,2,2025-09-14,collect,听过,,感觉有的时候某些专辑就是来帮你渡劫的 第一首完全能让我toss out distracting noises in my head💖 后面的听了跟没听一样 大概知道自己在这方面的舒适区了！,Reneé Rapp / 2025-08-01 / 专辑 / 数字(Digital) / 流行,music
Tender The Spark,37002153,https://music.douban.com/subject/37002153/,/covers/music/37002153.jpg,4,2025-09-12,collect,听过,,,Cecile Believe / 2024-08-08 / EP / 数字(Digital),music
Floating into the Night,1395558,https://music.douban.com/subject/1395558/,/covers/music/1395558.jpg,4,2025-09-07,collect,听过,,,Julee Cruise / 1990-05-09 / Audio CD / 流行,music
PC Music Volume 1,26387168,https://music.douban.com/subject/26387168/,/covers/music/26387168.jpg,4,2025-08-30,collect,听过,,(Beautiful!),Various / 2015-05-01 / 选集 / 电子,music
PC Music Volume 2,26917052,https://music.douban.com/subject/26917052/,/covers/music/26917052.jpg,4,2025-08-30,collect,听过,,还是很喜欢嘛…fade away和super natural和superstar连起来贡献了一些很美妙的音乐…I.D.L没那么精妙但也蛮幽默的嘛！但那个倒2…有一种穿的很dirty在club里碰见你初中同学的感觉(,Various / 2016-11-18 / 选集 / 数字(Digital) / 电子,music
Number 1 Angel,34202449,https://music.douban.com/subject/34202449/,/covers/music/34202449.jpg,4,2025-08-29,collect,听过,,真的很喜欢啊！！！,Charli XCX / 2017-03-10 / 专辑 / CD / 流行,music
Essex Honey,37437467,https://music.douban.com/subject/37437467/,/covers/music/37437467.jpg,5,2025-08-29,collect,听过,,every sound makes the vibe so amazing. thanks for the cello🤍,Blood Orange / 2025-08-29 / 专辑 / 数字(Digital) / 放克/灵歌/R&B,music
Man's Best Friend,37390319,https://music.douban.com/subject/37390319/,/covers/music/37390319.jpg,3,2025-08-29,collect,听过,,8.29发行首日先来mark一下吧，不得不说宣传概念真的让人期待过高了，不说制作无聊这种老生常谈，实际歌也不够好,Sabrina Carpenter / 2025-08-29 / 专辑 / 黑胶 / 流行,music
Song To A Seagull,1422156,https://music.douban.com/subject/1422156/,/covers/music/1422156.jpg,5,2025-08-29,collect,听过,,补…感谢大家的推荐呐😭,Joni Mitchell / 1968 / 专辑 / Audio CD / 民谣,music
The Best Of Sade,1433610,https://music.douban.com/subject/1433610/,/covers/music/1433610.jpg,5,2025-08-29,collect,听过,,,Sade / 1994 / 选集 / Audio CD / 放克/灵歌/R&B,music
NUMBER 1 ANGEL : THE MIXTAPE,26992559,https://music.douban.com/subject/26992559/,/covers/music/26992559.jpg,4,2025-08-29,collect,听过,,补一下 还是很宝贵的！,查莉XCX Charli XCX / 2017-03-10 / 专辑 / CD / 电子,music
狂人农场的往事,35394801,https://music.douban.com/subject/35394801/,/covers/music/35394801.jpg,,2025-08-26,collect,听过,,i hate this even more,苏紫旭&The Paramecia / 2021-03-09 / 专辑 / CD / 摇滚,music
混乱之子,34929404,https://music.douban.com/subject/34929404/,/covers/music/34929404.jpg,,2025-08-26,collect,听过,,i hate this,苏紫旭&The Paramecia / 2019-12-24 / 专辑 / 数字(Digital) / 爵士,music
Honey,37021959,https://music.douban.com/subject/37021959/,/covers/music/37021959.jpg,4,2025-08-24,collect,听过,,鼓有点boring 但这差不多就是starbucks reserve XD,Caribou / 2024-10-04 / 专辑 / CD / 电子,music
Dj-Kicks,37319095,https://music.douban.com/subject/37319095/,/covers/music/37319095.jpg,4,2025-08-24,collect,听过,,,Logic1000 / 2025-04-01 / 选集 / CD / 电子,music
Ballads,36091283,https://music.douban.com/subject/36091283/,/covers/music/36091283.jpg,5,2025-08-24,collect,听过,,,Time is Away / 2022-09-19 / 专辑 / 黑胶 / 流行,music
"Later That Day, The Day Before, Or The Day Before That",36907334,https://music.douban.com/subject/36907334/,/covers/music/36907334.jpg,5,2025-08-24,collect,听过,,,Casey MQ / 2024-06-07 / 专辑 / 黑胶 / 轻音乐,music
